,sentiment scheme1,sentiment scheme2,cleaned_text
4346,1,2,u u u u u u u u c u u u happy lunar new year jump happy year of the rooster the great european
4347,1,1,at garden of star
4348,1,1,chocolate chicken egg mong kok east station
4349,1,2,s fellowship 🥃 🍺 🍻 smart regional distributor strong together the salt pig
4350,1,2,drunk music love family friend lan kwai fong central hong kong club
4351,1,2,at hotel pic
4352,1,1,time temp c hum percent c bar rain today
4353,1,1,user user user high and low position
4354,1,1,time temp c hum percent c bar rain today
4355,1,1,hey be you always track me 🤣 festival one night dance
4356,1,1,daniel oyster granny smith apple and kaffir lime soothe to the eye refresh to
4357,2,2,good in hung hom
4358,1,1,i be at user in tung chung
4359,2,2,chinese new year bring out the blossom kung hei lee tung street
4360,1,1,t arrange for the child to learn to swim in the summer how can you do this the summer swim class will begin next week take the last chance and participate immediately take the chance learn to swim swim pool
4361,1,1,i be at wine bar restaurant user in central hong kong
4362,1,2,an early that beautifully represent s collection of cut edge
4363,1,1,want to work in hong kong view our late opening finance job job hire career arc
4364,1,2,the famous man ho 🤠 🔥 hotel hong kong
4365,1,2,credit to for this candid shot of the sundae i still the
4366,1,1,i be at in central hong kong
4367,2,2,japan have a lot of good food gallery more in van chai
4368,1,1,i be at lung restaurant powder tea restaurant in hope how come
4369,1,1,want to work in hong kong view our late opening legal job job hire career arc
4370,1,1,i be at empire hotel causeway bay empire hotel causeway bay in causeway bay
4371,1,1,can you recommend anyone for this job analyst business bank finance hong kong hire career arc
4372,1,1,mushroom truffle silky yes at
4373,1,2,user well watch out apparently siu ping be try to muscle in on her i lo
4374,1,1,time temp c hum percent c bar rain today date
4375,1,1,i just finish walk in m s with
4376,1,2,wednesday motivation 🍚 half week to go 🤞 ed ed x ae food japanese
4377,1,1,want to work at standard charter bank we be hire in hong kong click for detail finance job job
4378,1,1,bluewing today at
4379,1,2,of the night feel the volume stick it in reverse mix
4380,1,1,an unhealthy dinner mi
4381,1,1,chi art space
4382,1,2,hong kong have street litter with surprise just like this which have a olden
4383,1,1,can you recommend anyone for this job account assistant intern internship hire career arc
4384,1,1,we be hire read about our late job opening here legal counsel distress asset legal hong kong
4385,2,2,mirror mirror on the wall look good today 🌸 lingerie shop seduction fish belly
4386,1,1,look for a late night food be not hurt should be ok afraid of raw cold food leave hot wild and too full eat once
4387,1,1,oh hello it s just user with me welcome to hong kong and more importantly
4388,1,2,new toy 😍 😍 😍 home porcelain collection teacup tea cup tea set
4389,1,2,🍦 🍨 nice dish 😍 s next
4390,1,1,thai milk tea put surplice money thai milk tea milk jelly many people be new by tuna fish all have a dessert or a popcorn caramel peanut buffy blue and white repeat
4391,2,2,sunday blessing from the big buddha 🙏 ed ed sunday massive buddha hong kong
4392,1,1,time temp c hum percent c bar rain today
4393,1,1,i be at victoria park jog trail track in
4394,1,1,how can a person fight to fight 😂 😍 🤣 how can a person fight to fight 😂 😍 🤣 how can a person fight to fight 😂 😍 🤣 youth square youth square
4395,1,2,sunset good even causeway bay
4396,1,1,last drink before go back home club square hong kong causeway bay plaza hong kong causeway bay
4397,1,2,and her egg waffle repeat have to say these be very nice temple street night market
4398,1,2,arrive safely and first catch up with user and elongate at for delicious
4399,1,2,lard slag plus sausage hong kong style eucalyptus hong kong style comfort food crackling noodle in soup i top with some pig
4400,1,1,late night bite dim sum square in sheung wan
4401,1,2,be definitely go full out with this ae decoration for the upcoming
4402,1,2,date night enjoy the city morton nathan road
4403,1,1,i be at oliver s the delicatessen in central
4404,1,1,time temp c hum percent c bar rain today
4405,1,1,i be at gate
4406,1,2,make it into love be near home wan chai station in wan chai
4407,1,1,want to work at we be hire in hong kong click for detail insurance job job career arc
4408,1,2,my love for amusement park repeat 🎢 🎡 🎠 tine hong kong ocean park ocean
4409,1,1,pro pro drone hong kong view night fly bird view blue the cabin
4410,1,2,a nice sunday brunch before head back to school agnes b pain grille shop g f
4411,1,2,come to my house for some oyster wine repeat my house oyster wine coffin bay chill
4412,1,1,join the team see our late job open here project hong kong hire career arc
4413,1,1,time temp c hum percent c bar rain today
4414,1,2,brick game 😂 😂 discover hong kong hong kong statue square
4415,1,1,interested in a job in hong kong this could be a great fit sale hire career arc
4416,1,2,after a couple of hitch in service the staff and the food make up for a good evening
4417,1,2,glamorous open kitchen for rent money 📍 street hong kong age size n
4418,1,1,if you be look for work in hong kong check out this job business hire career arc
4419,1,1,can you recommend anyone for this job assistant manager vendor management it hong kong hire career arc
4420,1,1,i be at the park lane hong kong a pullman hotel in causeway bay hong kong
4421,1,1,congee station at the user grand brunch in hong kong chinese china ed ed ed ed
4422,1,1,when the choice be either sake or you be the righteous man you be and take both of
4423,1,1,see our late hong kong job and click to apply director manage service business
4424,1,2,my sister and her friend have not see each other for nearly year they fly in from
4425,1,1,want to work at group we be hire in tsim sha tsui click for detail
4426,1,1,back again although short there s so much to explore repeated wanderlust
4427,1,1,can you recommend anyone for this job executive assistant commercial banking business hong kong hire
4428,1,0,finally go home after a very long day hku station in fu lam
4429,1,1,can you recommend anyone for this job in hong kong it hire career arc
4430,1,2,make my with homemade home cook jewish food dessert yummy
4431,1,2,hong kong home three monday night pet street lady street street performance fruit market civilian night club fortune tell temple street street restaurant happy hong kong
4432,1,2,double boil whole winter melon with assorted and sea conch at spring moon restaurant
4433,1,1,want to work at we be hire in hong kong click for detail investment banking job job career arc
4434,1,2,as you travel solo be totally responsible for yourself it s inevitable that you will
4435,1,2,wow the flavour be amaze from the salt bake sea bass from be
4436,1,2,unexpectedly see you at the cultural center concert hall today and tomorrow lin x hong kong chinese orchestra the most difficult love song to sing date year month day
4437,1,2,purple sweet potato soft serve cone crumb serve on belgian liege style
4438,1,0,recognize you must copy it into an it department 😏 brain fine hong kong international international airport elongate
4439,2,2,day in ping cable car ping cable car
4440,1,0,tread the world stubborn it s really s sister even if it be base on hong kong standard it will die early and early expensive service western food waste kitchen yin that hotel in
4441,1,2,yummy 🍦 harbour city
4442,1,1,want to work at standard charter bank we be hire in hong kong click for detail account job job
4443,1,1,just release photo
4444,1,1,we be hire click to apply head of innovation it hong kong job job career arc
4445,1,2,sunset today s touch scene island eastern corridor
4446,1,2,there be a sip of coffee in the room laugh it s a good meal but unfortunately my dish have an eggshell delicious eatery
4447,1,1,i be at martha in central
4448,1,2,exception be always for hong kong man kee ya u mate i
4449,1,2,date hong kong go to the supermarket today aside buy some there be a
4450,1,1,dream do not work unless you do restaurant weekend explore hong kong family
4451,2,2,it s snack time boom shack
4452,1,2,u can find beauty everywhere repeat my man s trip repeat amazing wanderlust travel
4453,1,1,signature hot and cold onion soup have this year ago in macao s taste room by chef
4454,1,1,i be at pacific coffee in sha tin
4455,1,1,beleaguer network i cable to be sell to new hong kong investor
4456,1,2,meringue with berry sauce mixed berry celebrate australia
4457,1,1,rise white chocolate raspberry ba mott
4458,1,2,may be go to be mayday mayday friday happy h ker guy boy hong kong coliseum
4459,1,2,money breakfast over must support stadium
4460,1,1,pottinger street mall hong kong international finance mall
4461,1,1,time temp c hum percent c bar rain today
4462,1,2,the chef wrap the whole chicken with butter tallow before put it in the oven the butter melt in the fire and bake out the golden skin the original farm chicken with yam and smoke eggplant whole roast farm chicken with
4463,1,1,can you recommend anyone for this job in hong kong finance hire career arc
4464,1,1,i just finish hike in m s with
4465,1,1,want to work at we be hire in hong kong click for detail business job job career arc
4466,1,0,🆘 🉐 🆘 🉐 stuff to shake and scare i really want to die i want to fall i m scar stuffed to shake and scare i really want to die i want to fall i m scar stuffed to shake and scare i really want to die i want to fall i m scar stuffed to shake and scare i really want to die i want to fall i m scar stuffed to shake and scare i really want to die i want to fall i m scar stuffed to shake and scare i really want to die i want to fall i m scar stuffed to shake and scare i really want to die i want to fall i m scar stuffed to shake and scare i really want to die i want to fall i m scar at victoria park victoria park pic
4467,1,2,delicious and healthy dinner at with central
4468,1,2,be you prepare your mid autumn festival dinner wine list this will give you a big
4469,1,1,i be at ophelia in hong kong
4470,2,2,be you ready 🤡 blue zone booth king elongate
4471,1,1,street food repeat some of it look boss repeat some of it look worry causeway bay hong kong
4472,1,1,art display wong chuk hang station
4473,2,2,thank you pierre paris this western style full box can be describe as a full win gesture the shape win the content win the taste win the decent win the flag win gift s come thank you
4474,1,2,finally i have the opportunity to eat buffet breakfast ginkgo pavilion
4475,1,1,i be at hong kong international airport user in island district hong kong
4476,1,2,💕 💕 wan chai district
4477,1,1,this job might be a great fit for you associate director marketing marketing hong kong hire career arc
4478,1,1,back in hong kong international airport international airport
4479,1,1,bizarre supper kebab lamp lamp kebab rice salad kebab house central
4480,1,1,join the standard charter bank team see our late job open here it hong kong hire career arc
4481,1,1,we be hire click to apply product engineer developer wealth management it hong kong job job
4482,1,1,i be at tea restaurant
4483,1,1,my late contribution to the user bunker board speed fitness art marker
4484,1,1,i be at hong kong international airport user in hong kong
4485,1,1,first time try the peninsula step he drink bordeaux wine lover
4486,1,1,admission to hong kong cultural
4487,1,2,enjoy the night view of hong kong island from tsim sha tsui side during the hong kong
4488,1,0,get a large coke and a cup of water so hot outside ba ab be s connaught road
4489,1,1,bargain japanese i eat in less than the stuffed wing be great 😋 house hong
4490,1,1,i be at tai hing u a u in north point hong kong
4491,1,1,how many pond do you have to visit child over the age of seven be welcome to join our group swim class the coach have quality well and learn fast parent choose the best for your child register today to participate in the child s swim class of the sport club repeat
4492,1,2,from the lunch set menu there be this chef jam the taste texture be a combination of very creative and signature dish mist forest repeat
4493,1,1,if you be look for work in hong kong check out this job hire career arc
4494,1,1,our fry chicken with three yellow chicken cutlet deep fry until golden and
4495,2,2,i be glad can contribute my little time to support this meaningful art project
4496,1,1,sam tailor sam tailor hong kong sam sam s tailor
4497,1,1,we be hire read about our late job opening here senior manager associate director fund repeat
4498,1,2,who like to eat fish head 😅 what s left of the fresh giant size steam fish ade ate food
4499,1,2,oh hell yeah 🍜 ba be delicious kitchen
4500,1,2,thursday throwback let us do it 😎 with mr free hug user tonight u a u only
4501,1,1,site crash after leadership hopeful john appeal for donation
4502,1,2,dear unicorn rainbow cake i wish my awesome friend be always
4503,1,1,sharp custom tailor in central hong kong
4504,1,1,see our late hong kong job and click to apply senior director china fixed income investment banking hire
4505,1,1,coffee break ba ba ae tool
4506,1,1,u u 📲 u u u u u u u u u u u u u u u u u or 💌 sara user me u u u body pierce
4507,1,1,lunch beef with red cabbage dulse slaw pepper berry b by
4508,1,1,i be at pizzeria user in west kowloon
4509,1,1,we be hire click to apply assistant manager financial controller finance hong kong job
4510,1,1,energy or drive pro scale revamp of all end to stick to our vision
4511,1,1,that feeling of opening at the hip lengthen through the thigh in pretzel stretch
4512,1,1,this job might be a great fit for you associate director marketing marketing hong kong hire career arc
4513,2,2,thank you and come to user today to talk about the late beauty
4514,1,2,it seem christmas just creep up on us and be just round the
4515,1,2,it s like shark week in hong kong or something big wheel keep on turn when be san
4516,2,2,beautiful sunset photo by love street tram station
4517,1,1,i be at former kowloon canton railway clock tower in tsim sha tsui
4518,1,1,want to work at we be hire in hong kong click for detail project job job career arc
4519,2,2,fit friday 💪 time class be not for everyone in turn up at
4520,1,1,can you recommend anyone for this job in hong kong finance hire career arc
4521,1,1,time temp c hum percent c bar rain today
4522,1,1,time temp c hum percent c bar rain today
4523,1,2,the beautiful spring come and when nature resume her loveliness the human soul be apt to
4524,1,2,s have teach me to have their daily inner korean self
4525,1,1,just post a photo the venetian
4526,1,0,user so sad
4527,1,2,we be off 🚌 🚗 🚈 u u hong kong sea travel betty s beautiful life taxi travel
4528,1,2,sunset be the most beautiful moment just renew my rental contract stay here for a little
4529,1,1,want to work at we be hire in hong kong click for detail job finance job career arc
4530,1,2,that s how cheung fun should be the square
4531,1,1,i be at hung hom red dragon ice room in hung hom
4532,1,1,throwback when we decide to go for a walk over island fashion forever
4533,1,1,a racist beer g we beer craft beer central district hong kong
4534,1,1,i be at hong kong international airport user in island district hong kong
4535,1,1,time temp c hum percent c bar rain today
4536,1,1,marvin fit his rudy florida sam tailor model sam s tailor
4537,1,1,no rain repeat s animal camera 🔴 📷 🔴 📷 if causeway bay
4538,1,1,hello choco the little sister pic of the day best of the day january january
4539,1,1,just post a photo mong kok east station
4540,1,2,nothing scream christmas loud than a bunch of good friend bottle of champagne and
4541,1,1,night hong kong the cabin cathay pacific lounge
4542,1,0,shirt and trouser have recently ravage the eastern region cause people to feel guilty island east sport in sai van ho
4543,2,2,happy morning today painting studio shi
4544,1,1,at pic
4545,1,1,memory in a snap capture moment in style i travel with my because have the
4546,1,2,last year today and i host the first tournament and
4547,1,1,time temp c hum percent c bar rain today
4548,2,2,good repeat yao be a shrimp and intestine repeat new appear a dead house flavor fantasy food coma food cantonese food dim sum dim sum
4549,1,2,in a few day i open a wooden board paint portrait and then adjust the skin color to a few satisfaction and the family find that the canal be the same as the block wood color and it be a good cure paint studio shi
4550,1,1,➖ 🈶 🈳 ➖ 🈶 🈳 please contact me ➖ 📲 please or 💌
4551,1,1,see our late hong kong job and click to apply head digital channel market marketing
4552,1,1,bring with my new aluminium suspension bike to support hong kong team repeat 😆 😆 thank you
4553,1,1,time temp c hum percent c bar rain today
4554,1,1,i be at w user
4555,1,1,these neon sign 🌃 hong kong style hong kong
4556,1,2,only at my happy place where they will happily serve hainan chicken rice with a potent
4557,1,2,time temp c hum percent c bar rain today
4558,1,1,i be at sai ying even sai ying pun in sai ying even
4559,1,1,everyday people paul n ache present everyday people glen hayward hayward g artist art
4560,1,1,join the team see our late job open here project hong kong hire career arc
4561,1,2,🍤 prawn 🍤 colorful flavorful at the user do this dish justice
4562,1,1,o clock call me o clock with ginger sir together to do the ball card it be rare to have the opportunity to go to the servant but unfortunately the frame be bad left left to li no need to promote the basket so sad win t get a series kowloon bay station
4563,1,2,yes i d like to go bar hunting again please foxglove
4564,1,1,i be at mira place in tsim sha tsui
4565,2,2,in heaven see you later 😍 😍 😍 explore explorer travel traveler wander wanderer love
4566,1,2,love the cute sweet potato piggy bun at social place one of the most happening restaurant in
4567,1,1,want to work in hong kong view our late opening sale veteran job job hire
4568,1,1,i be at prince s building in central
4569,1,1,i be at lan fong yuen in central
4570,1,1,go to to get a snack before work the in kennedy town
4571,1,1,a chilean a swiss and a german walk into a chinese temple repeat
4572,2,2,comfort in a bowl 🍜 tin signboard
4573,1,2,just something pretty and old at the same time 👌 picture of the day travel wonderful world
4574,1,1,i be at victoria park in causeway bay
4575,1,1,ba ae aa be aa be ae ae be be club
4576,1,1,this job might be a great fit for you account assistant intern internship hire career arc
4577,1,2,day of hei fat choi from the peak the peak
4578,1,1,street photography no camera street photography snapdragon
4579,1,1,j adventure travel gram hong kong hong the peak tram the peak hong kong site
4580,1,1,time temp c hum percent c bar rain today
4581,1,1,time temp c hum percent c bar rain today
4582,1,2,n e w f r i e n d s u u repeat hong kong u u u u friend u u u u new friend he s a weird one
4583,1,1,supply in
4584,1,1,evangelion flour in hope how come
4585,1,2,novelty lane pattern 😛 user f road
4586,1,2,happy new year repeat hong kong
4587,1,2,friday foot massage snack wine with friend repeat what could be good i need this wine
4588,1,1,lunch time everyone happy coffee of coral university of hong kong church
4589,1,2,that s a lot of dry clean no professional laundry in hong kong
4590,1,1,just post a video mall hong kong international finance mall
4591,1,1,there be not many medium that speak for tibetan praise mirror praise user
4592,1,2,the avocado roll be get to be one of my favorite at bitter it s all in the fried
4593,1,1,can you recommend anyone for this job country technology manager wealth management and private banking it
4594,1,1,count how many leave in the pocket for tomorrow feed 💰 human human interest street life
4595,1,2,ed ed 💞 courtyard by hong kong sha tin
4596,1,1,manila vacation time hong kong international airport international airport
4597,1,1,see our late hong kong job and click to apply associate director claim insurance hire career arc
4598,1,0,foggy view 😩 t the a escape cam grid gram
4599,1,1,this job might be a great fit for you sale key account manager sale hong kong veteran hire
4600,1,1,just give this a read also please tag a friend and spread this as much as possible thank you
4601,1,1,back to the book repeat mid age man be inform by the fitness nutrition knowledge behind
4602,1,1,call all craft enthusiast beer brew curious beginner our friend at
4603,1,1,find bruce lee s star on s hollywood walk of fame 💪 bruce lee hong kong hollywood
4604,1,1,this job might be a great fit for you senior manager be audit audit service finance hong kong hire
4605,2,2,sure enough the name be not false hot pot beef food repeat
4606,1,1,one and two in hong kong s central district hong kong hong kong
4607,1,1,time temp c hum percent c bar rain today
4608,2,2,oh hell yeah 🍜 ba be delicious kitchen
4609,1,1,just post a photo hong kong cultural
4610,1,2,positive radiance 😎 👊 ocean park birthday trip travel asian country asian boy
4611,2,2,stretch to the limit thanks user train academy training sport
4612,1,1,monthly trim by my man user best barber barber barbershop pomade shave and cut
4613,1,2,her selena sam muse babe sam tailor sam s tailor
4614,1,1,we be hire click to apply logistics analyst retail hong kong job job career arc
4615,1,1,join the standard charter bank team see our late job open here account hong kong hire career arc
4616,1,1,the drink of our people pure mountain mango coconut aloe tsim sha tsui
4617,1,1,i be at flat coffee ice room in hung hom hong kong
4618,1,1,cling to drop discover hong kong red cross central district blood donation station hong kong red cross central district
4619,1,2,this be cheng s first when i first hear it i tell
4620,1,1,see our late hong kong job and click to apply manager business development finance
4621,1,2,our annual event microwave new medium art festival have successfully come to a close today
4622,2,2,too fancy repeat ozone at the hong kong
4623,1,1,adjourn the last two dos be finally finish the high court in central
4624,1,2,still strong the optimist drink drink slurp pub bar liquor yummy thirst thirsty
4625,1,2,the lucky cute guy for hong kong s 👯 👯 💦 i be jealous 😏 shake that as 🍑
4626,1,2,ba ba fitness first platinum in tsim sha tsui
4627,1,2,keep walk the walk one step at a time 🚶 comment below which city i should go next 🤔
4628,1,1,i be at hong kong international airport user in island district hong kong
4629,1,1,italian dinner in and in pacific place
4630,1,1,time temp c hum percent c bar rain today
4631,1,1,dinner in sai ying pun
4632,1,1,can you recommend anyone for this job project designer architecture hong kong hire career arc
4633,1,1,user very nice
4634,1,2,believe peace aka plaza be a place i use to go to every other week when i be a teen i
4635,1,2,from the early flight in existence from manila to hong kong w this bunch non stop
4636,1,1,🚡 ping cable car ping cable car
4637,2,2,yeah 😍 hair trinity
4638,1,2,walk towards central from sai ying pun thursday evening and it be gorgeous outside
4639,1,1,cha siu pork the fat pig hong kong food hong kong the fat pig by tom
4640,1,2,want to work in hong kong view our late opening legal job job hire
4641,1,2,another sunday gathering to celebrate month for the c la b m b
4642,1,1,can you recommend anyone for this job in hong kong account hire career arc
4643,1,2,call lee the mei the stem must be try to scare the taste of the mouth li there be fine platter in the thick use iberian pig ear spanish octopus and american turkey and mustard sauce be add to the wasabi to make street food on the first floor small plate
4644,1,2,no marathon for us but i drag team cheng out of bed at for a sunday fun run
4645,1,1,i just finish walk in m s with
4646,1,2,buy one get one free and have hacker food sip beer recently i like garden
4647,2,2,this little be my everyday source of energy elongate elongate 🐇 🐰 south horizon
4648,1,2,finally eat the pudding of the storeroom happy pudding figure art toy jaime and mimi elongate repeat no
4649,1,2,i just get a smile from conrad thank you i need it life be good good time travel
4650,1,1,pavilion toss po kitchen
4651,1,1,we be hire click to apply associate director risk management financial management finance hong kong
4652,1,2,birthday lunch lobster consume before start of the feast clear soup with a very
4653,1,2,reminder tomorrow be the final night of mart in come and celebrate it with us we will see
4654,1,1,then we have dinner at ho hung kee beef porridge with century egg and the
4655,1,2,dim sum nowadays look so innocent 😌 cha u u central
4656,1,1,i be at de coral in tsing yi
4657,1,1,i be at no sum specialty store hope how come dim sum snack shop mong kok shop in hope how come
4658,1,2,take at the peak s d gallery 😂 😂 the peak tram the peak hong
4659,2,2,turn wish us all live a more benevolent less hypocritical
4660,1,1,burgundy be as a grand de
4661,1,2,finally meet baby tobias u u u u u u super cute baby eurasian french baby baby boy angel
4662,1,1,i just finish walk in m s with
4663,1,2,chill night 🎶 u e u u u u at the east
4664,1,1,midnight men noodle prince edward joint record noodle
4665,1,1,if you be look for work in hong kong check out this job project hire career arc
4666,1,2,out on a school night user great night talented who know he write those song stupid queue
4667,1,1,after all the crazy training finish off with a quick swim in the infinity pool
4668,2,2,congratulation on your grand open new perfect firework view
4669,1,2,bizarre happy moment ad
4670,1,1,lunch time greyhound harbour city tst harbour city
4671,1,2,i be at treasure world
4672,1,1,bryan adam u live in get up tour with my fam bam repeat just
4673,1,1,can you recommend anyone for this job in hong kong business hire career arc
4674,1,1,the single day be come again the company have launch the follow service impersonate object money when the light bulb money life threaten be not connect back black pot money answer the phone and lie money accompany dinner money repeat
4675,1,2,let the fire dragon light up the mid autumn night z in cheng ab be mid autumn festival
4676,1,1,time temp c hum percent c bar rain today
4677,1,1,retail therapy be the best therapy 👟 👞 👠 👡 👢 lei chau
4678,1,1,time temp c hum percent c bar rain today
4679,1,2,your old taste heavy rainfall under sunshine you be old in the servant street it s rain in the sun
4680,1,2,😆 harbour city user in tsim sha tsui
4681,1,2,how s your sunset here it s out of this world boy journal travel travel amaze
4682,1,2,we have so much to be grateful for all day everyday 💖 thankful repeat
4683,1,1,first dessert restaurant lounge
4684,1,1,the story of teacher only find a little impression in the memory of the old version of record more than ten year ago in hong kong it be only extremely involve in the record entity digital and this year s a piece of gelatin this come back to the end of the s the integrity of and an indoor s influence on and rain repeat
4685,2,2,well day repeat keep smile everyone sunday stay focus enjoy the journey
4686,1,1,we be hire click to apply senior manager associate director corporate governance legal hong kong
4687,1,1,i be at s cantina in central w user user user user
4688,1,1,time temp c hum percent c bar rain today
4689,1,1,time temp c hum percent c bar rain today
4690,2,2,boat to heaven 🍣 🌌 sen
4691,1,1,drink during severe tropical storm repeat s and roof
4692,1,1,i be at international airport user in island district hong kong
4693,1,1,time temp c hum percent c bar rain today
4694,0,0,their brunch menu still not very entice elephant ground in hong kong
4695,1,1,u u u u u u be now trend in hong kong
4696,1,1,can you recommend anyone for this job manager distribution training and development business hong kong
4697,1,1,half way hong kong international airport user in island district hong kong
4698,1,1,just arrive hong kong international airport user in hong kong
4699,1,1,time temp c hum percent c bar rain today date
4700,1,2,i be still adjust to the life work life here i need to get comfortable with the transition
4701,1,1,i be in that be old style i like here sad
4702,1,1,buy transfer paper off course bet branch hong kong jockey club off course bet office in hung hom
4703,1,1,i be at time square in causeway bay w user
4704,1,1,stripe kowloon park kowloon park
4705,1,1,night impression repeat hong kong travel wanderlust mansion u u u u
4706,1,2,the people here be all ready to get their alcohol level raise h lan kwai fong u d u u a
4707,1,1,i be at hong kong international airport user in hong kong
4708,1,0,it s awkward to condense your own milk an male pho in hong kong
4709,1,2,thank you so much hong kong really love this invader umbrella a lot already
4710,1,1,time temp c hum percent c bar rain today
4711,1,1,workout habit you think be good for you but be not there s no debate on the
4712,1,0,you swim to the ghost it really cost me a lot of time swim coach gloomy eye actually just in the face ho man tin swim pool
4713,1,1,i be at the one in tsim sha tsui
4714,1,2,hello kitty supermarket pop up at super cute 😍 😍 😍 😻 😻 😻 for more photo see my late
4715,1,1,time temp c hum percent c bar rain today
4716,1,1,the circle round beauty trap mong kok broadway
4717,1,1,what s for breakfast tsui wow restaurant tsui wah restaurant
4718,1,2,oh my life be good shot and good company that s what life be all about
4719,1,2,look like i be hug 🤗 the xmas 😅 😅 😅 jimmy s kitchen
4720,1,1,central pier victoria harbour smog central pier central pier
4721,1,1,i be at coffee lowa in
4722,1,1,this job might be a great fit for you senior customer service officer representative distribution repeat
4723,1,2,hot hot hot hot hot heat hong kong 🌞 🌞 🌞 💦 walk of star
4724,1,1,interested in a job in hong kong this could be a great fit it hire career arc
4725,1,2,wine taste come up wine noir bread street kitchen bar
4726,1,1,i be at lady market in mong kok
4727,1,2,this autumn special flavor be make with a rich luscious and creamy chocolate orange
4728,1,1,just post a photo round square
4729,1,2,i finally go to ✌ ✌ picnic jordan valley hong kong
4730,1,2,a sunday at church follow by a happy lunch with this sweetheart u u thanks for
4731,2,2,nice to listen to 👍 🎙 sing con play the piano fruit a good boy 😂 nice to listen to 👍 🎙 sing con play the piano fruit a good boy 😂 nice to listen to 👍 🎙 sing con play the piano fruit a good boy 😂 nice to listen to 👍 🎙 sing con play the piano fruit a good boy 😂 hong kong art
4732,1,1,shower with sweat love literally from the moment i touch down at day ago until the
4733,1,1,this job might be a great fit for you temporary actuarial analyst valuation system transformation repeat
4734,1,0,out of the street i feel particularly frozen jordan jordan in jordan
4735,1,1,time temp c hum percent c bar rain today
4736,1,1,we be hire read about our late job open here officer collection retail banking accounting hong kong
4737,1,1,if you think sew up a big hole in your son s giraffe bath towel be not a manly activity you
4738,1,2,table for one zinc in central
4739,1,1,back for afternoon session of swim kennedy town swim pool in kennedy town
4740,1,1,we be hire click to apply manager source supplier management business hong kong island job job
4741,1,1,just post a photo road
4742,1,1,i be at peak tram low terminus in hong kong
4743,1,1,just post a photo cathay pacific
4744,2,2,i 💓 diner so be happy to stumble upon this old school one hong kong hong kong museum of history
4745,1,1,dance lion expect the year of roster happy date hong kong lion dance
4746,1,2,parade chinese new year hong kong heritage
4747,1,1,organize my 🍣 birthday din gin best ever gin u u f
4748,1,1,hand pull noodle japan hong kong japanese food hong kong tsim sha tsui shop
4749,1,1,her angelina sam s tailor
4750,1,2,dining by design pop up party more room for life kerry design kerry hotel hong kong
4751,1,1,need someone to audit your undead army s give a call s
4752,1,1,i be at folk museum garden in chai van
4753,1,1,😎 garden tsim sha tsui branch
4754,1,2,grill chicken oil dice tomato basil dress open
4755,1,1,see our late hong kong job and click to apply manager balance sheet analyst finance hire career arc
4756,1,1,just post a photo central mid level escalator and walkway system
4757,1,1,i be at red mr in wan chai hong kong
4758,1,1,today in a column entitle teaching orient be publish the university
4759,1,1,bitter and sweet will be close for a private event this wednesday date from time to
4760,1,1,time temp c hum percent c bar rain today
4761,1,1,purchase part american grocery american grocery in yau create hope
4762,2,2,satisfied my crave for chinese style chicken with their signature soy sauce chicken u e u
4763,1,1,west hotel hong kong
4764,1,1,concert series sponsor bravo series philharmonic
4765,1,2,hello from ocean park the ride here look so fun but not really sure i be up to it
4766,1,2,melt the soap bubble play super happy meet hong kong park hong kong park
4767,1,2,great meal be not make with just great food but it do not hurt with a pizza dough that be
4768,1,2,try out a new vietnamese restaurant it s just so difficult to find a good one in hong kong
4769,1,1,a class of uncle go to the uncle restaurant repeat uncle
4770,1,1,i be at time square user in causeway bay
4771,1,1,i be at hong kong convention and exhibition in wan chai hong kong
4772,1,1,bizarre dinner jin authentic thai food prince shop
4773,1,1,we be hire click to apply director brand development marketing hong kong job job career arc
4774,1,1,i be at the landmark in central
4775,1,2,crab salad pomelo avocado and citron caviar at in hong kong another excellent cold
4776,1,1,time temp c hum percent c bar rain today
4777,1,1,can you recommend anyone for this job in hong kong business hire career arc
4778,1,2,our anniversary dinner dark chocolate and salt caramel tart little kitchen
4779,1,1,i be at el in hong kong
4780,1,1,i be at water jet
4781,1,1,you will never know until you go passport mac
4782,1,1,single handstand strength training hong kong handstand de to pure
4783,1,1,fashion
4784,2,2,morning punch at mandarin oriental hong kong
4785,1,1,this job might be a great fit for you business analyst wealth management it hong kong hire career arc
4786,1,2,og jazzy jeff 👌 ed ed 🔥 💯 vinyl destination play
4787,1,2,we feel like some chicken tonight 😏 🐔 boom shack buffalo wing
4788,1,2,miss this kind of scenery i can not wait for my next vacation happy january
4789,1,2,time for dinner come to the bowl of car noodle
4790,1,2,present from sister 💜 in hong kong
4791,1,0,and hong kong 😢 we be just get start 📸 📷 📸 📷 📸 📷 📸 📷 📸 📷 📸 📷 📸 travel
4792,1,2,from my family to yours wish you the best for happy new year charlotte travel
4793,1,1,want to work in north point view our late open green job market veteran job
4794,1,2,crisp ginger master really a master of cook crab claw king crab claw with dried and egg white chief
4795,1,2,cheung fan barbecue pork powder tea must repeat great china club
4796,1,1,like for like boomerang when in hong kong harbour city
4797,1,1,i be at kowloon taproom in hong kong
4798,1,2,user nice nail idea user book us at
4799,1,1,too much diamond say nobody u love diamond quote engagement ring love and fashion
4800,1,2,could y all imagine how cute the driver be micky micky mouse micky mouse mouse
